"harvest 
rate","dispersal
time",land-scape,patch,gen,date,"total 
count","total 
w50","total 
weight","harvest 
count","harvest 
weight",leftover count or weight,pupae,larvae,dead adults
0.75,6,5,6,2,8-May,0,0,0,0,0,0,0,0,0
0.75,6,6,1,2,8-May,NA,0.1247,0.2599,0,0.1949,0.065,0,0,0
0.75,6,6,2,2,8-May,1,0,0.0028,1,0,0,0,1,0
0.75,6,6,3,2,8-May,0,0,0,0,0,0,0,0,0
0.75,6,6,4,2,8-May,0,0,0,0,0,0,0,0,0
0.75,6,6,5,2,8-May,0,0,0,0,0,0,0,0,0
0.75,6,6,6,2,8-May,0,0,0,0,0,0,0,0,0
0,24,5,1,2,8-May,NA,0.1261,0.2798,0,0,0.2798,0,0,0
0,24,5,2,2,8-May,NA,0.1335,0.2091,0,0,0.2091,0,0,0
0,24,5,3,2,8-May,1,,0.0034,0,0,1,0,0,0
0,24,5,4,2,8-May,,,,0,0,,0,0,0
0,24,5,5,2,8-May,,,,0,0,,0,0,0
0,24,5,6,2,8-May,,,,0,0,,0,0,0
0,24,6,1,2,8-May,NA,0.1242,0.2618,0,0,0.2618,0,1,1
0,24,6,2,2,8-May,52,0.1287,0.1396,0,0,52,0,0,0
0,24,6,3,2,8-May,1,,0.0033,0,0,1,0,0,0
0,24,6,4,2,8-May,,,,0,0,,0,0,0
0,24,6,5,2,8-May,,,,0,0,,0,0,0
0,24,6,6,2,8-May,,,,0,0,,0,0,0
0.25,24,5,1,2,8-May,NA,0.1308,0.4518,0,0.113,0.3388,0,0,0
0.25,24,5,2,2,8-May,13,,0.0361,4,,9,0,1,0
0.25,24,5,3,2,8-May,,,,,,,0,0,0
0.25,24,5,4,2,8-May,,,,,,,0,0,0
0.25,24,5,5,2,8-May,,,,,,,0,0,0
0.25,24,5,6,2,8-May,,,,,,,0,0,0
0.25,24,6,1,2,8-May,NA,0.1249,0.6753,,0.1688,0.5065,0,3,0
0.25,24,6,2,2,8-May,24,,0.0828,6,0,18,0,0,0
0.25,24,6,3,2,8-May,,,,,0,,0,0,0
0.25,24,6,4,2,8-May,,,,,0,,0,0,0
0.25,24,6,5,2,8-May,,,,,0,,0,0,0
0.25,24,6,6,2,8-May,,,,,0,,0,0,0
0.5,24,5,1,2,8-May,58,0.128,0.1658,29,0,29,0,2,0
0.5,24,5,2,2,8-May,12,,0.0558,6,0,6,0,0,0
0.5,24,5,3,2,8-May,,,,,0,,0,0,0
0.5,24,5,4,2,8-May,,,,,0,,0,0,0
0.5,24,5,5,2,8-May,,,,,0,,0,0,0
0.5,24,5,6,2,8-May,,,,,0,,0,0,0
0.5,24,6,1,2,8-May,NA,0.1601,0.2935,0.1468,0,0.1467,0,0,0
0.5,24,6,2,2,8-May,5,0,0.0121,3,0,2,0,0,0
0.5,24,6,3,2,8-May,0,0,0,0,0,0,0,0,0
0.5,24,6,4,2,8-May,0,0,0,0,0,0,0,0,0
0.5,24,6,5,2,8-May,0,0,0,0,0,0,0,0,0
0.5,24,6,6,2,8-May,0,0,0,0,0,0,0,0,0
0.75,24,5,1,2,8-May,NA,0.128,0.3976,0,0.2982,0.0994,0,0,0
0.75,24,5,2,2,8-May,11,0,0.0423,9,0,2,0,0,0
0.75,24,5,3,2,8-May,0,0,0,0,0,0,0,0,0
0.75,24,5,4,2,8-May,0,0,0,0,0,0,0,0,0
0.75,24,5,5,2,8-May,0,0,0,0,0,0,0,0,0
0.75,24,5,6,2,8-May,0,0,0,0,0,0,0,0,0
0.75,24,6,1,2,8-May,51,0.1287,0.1329,39,0,12,0,0,0
0.75,24,6,2,2,8-May,3,0,0.0073,3,0,0,0,0,0
0.75,24,6,3,2,8-May,0,0,0,0,0,0,0,0,0
0.75,24,6,4,2,8-May,0,0,0,0,0,0,0,0,0
0.75,24,6,5,2,8-May,0,0,0,0,0,0,0,0,0
0.75,24,6,6,2,8-May,0,0,0,0,0,0,0,0,0
0,1,7,1,2,15-May,,,,,,,0,,
0,1,7,2,2,15-May,,,,,,,0,,
0,1,7,3,2,15-May,,,,,,,0,,
0,1,7,4,2,15-May,,,,,,,0,,
0,1,7,5,2,15-May,,,,,,,0,,
0,1,7,6,2,15-May,,,,,,,0,,
0,1,8,1,2,15-May,,,,,,,0,,
0,1,8,2,2,15-May,,,,,,,0,,
0,1,8,3,2,15-May,,,,,,,0,,
0,1,8,4,2,15-May,,,,,,,0,,
0,1,8,5,2,15-May,,,,,,,0,,
0,1,8,6,2,15-May,,,,,,,0,,
0.25,1,7,1,2,15-May,,,,,,,0,,
0.25,1,7,2,2,15-May,,,,,,,0,,
0.25,1,7,3,2,15-May,,,,,,,0,,
0.25,1,7,4,2,15-May,,,,,,,0,,
0.25,1,7,5,2,15-May,,,,,,,0,,
0.25,1,7,6,2,15-May,,,,,,,0,,
0.25,1,8,1,2,15-May,,,,,,,0,,
0.25,1,8,2,2,15-May,,,,,,,0,,
0.25,1,8,3,2,15-May,,,,,,,0,,
0.25,1,8,4,2,15-May,,,,,,,0,,
0.25,1,8,5,2,15-May,,,,,,,0,,
0.25,1,8,6,2,15-May,,,,,,,0,,
0.5,1,7,1,2,15-May,,,,,,,0,,
0.5,1,7,2,2,15-May,,,,,,,0,,
0.5,1,7,3,2,15-May,,,,,,,0,,
0.5,1,7,4,2,15-May,,,,,,,0,,
0.5,1,7,5,2,15-May,,,,,,,0,,
0.5,1,7,6,2,15-May,,,,,,,0,,
0.5,1,8,1,2,15-May,,,,,,,0,,
0.5,1,8,2,2,15-May,,,,,,,0,,
0.5,1,8,3,2,15-May,,,,,,,0,,
0.5,1,8,4,2,15-May,,,,,,,0,,
0.5,1,8,5,2,15-May,,,,,,,0,,
0.5,1,8,6,2,15-May,,,,,,,0,,
0.75,1,7,1,2,15-May,,,,,,,0,,
0.75,1,7,2,2,15-May,,,,,,,0,,
0.75,1,7,3,2,15-May,,,,,,,0,,
0.75,1,7,4,2,15-May,,,,,,,0,,
0.75,1,7,5,2,15-May,,,,,,,0,,
0.75,1,7,6,2,15-May,,,,,,,0,,
0.75,1,8,1,2,15-May,,,,,,,0,,
0.75,1,8,2,2,15-May,,,,,,,0,,
0.75,1,8,3,2,15-May,,,,,,,0,,
0.75,1,8,4,2,15-May,,,,,,,0,,
0.75,1,8,5,2,15-May,,,,,,,0,,
0.75,1,8,6,2,15-May,,,,,,,0,,
0,6,7,1,2,15-May,,,,,,,0,,
0,6,7,2,2,15-May,,,,,,,0,,
0,6,7,3,2,15-May,,,,,,,0,,
0,6,7,4,2,15-May,,,,,,,0,,
0,6,7,5,2,15-May,,,,,,,0,,
0,6,7,6,2,15-May,,,,,,,0,,
0,6,8,1,2,15-May,,,,,,,0,,
0,6,8,2,2,15-May,,,,,,,0,,
0,6,8,3,2,15-May,,,,,,,0,,
0,6,8,4,2,15-May,,,,,,,0,,
0,6,8,5,2,15-May,,,,,,,0,,
0,6,8,6,2,15-May,,,,,,,0,,
0.25,6,7,1,2,15-May,,,,,,,0,,
0.25,6,7,2,2,15-May,,,,,,,0,,
0.25,6,7,3,2,15-May,,,,,,,0,,
0.25,6,7,4,2,15-May,,,,,,,0,,
0.25,6,7,5,2,15-May,,,,,,,0,,
0.25,6,7,6,2,15-May,,,,,,,0,,
0.25,6,8,1,2,15-May,,,,,,,0,,
0.25,6,8,2,2,15-May,,,,,,,0,,
0.25,6,8,3,2,15-May,,,,,,,0,,
0.25,6,8,4,2,15-May,,,,,,,0,,
0.25,6,8,5,2,15-May,,,,,,,0,,
0.25,6,8,6,2,15-May,,,,,,,0,,
0.5,6,7,1,2,15-May,,,,,,,0,,
0.5,6,7,2,2,15-May,,,,,,,0,,
0.5,6,7,3,2,15-May,,,,,,,0,,
0.5,6,7,4,2,15-May,,,,,,,0,,
0.5,6,7,5,2,15-May,,,,,,,0,,
0.5,6,7,6,2,15-May,,,,,,,0,,
0.5,6,8,1,2,15-May,,,,,,,0,,
0.5,6,8,2,2,15-May,,,,,,,0,,
0.5,6,8,3,2,15-May,,,,,,,0,,
0.5,6,8,4,2,15-May,,,,,,,0,,
0.5,6,8,5,2,15-May,,,,,,,0,,
0.5,6,8,6,2,15-May,,,,,,,0,,
0.75,6,7,1,2,15-May,,,,,,,0,,
0.75,6,7,2,2,15-May,,,,,,,0,,
0.75,6,7,3,2,15-May,,,,,,,0,,
0.75,6,7,4,2,15-May,,,,,,,0,,
0.75,6,7,5,2,15-May,,,,,,,0,,
0.75,6,7,6,2,15-May,,,,,,,0,,
0.75,6,8,1,2,15-May,,,,,,,0,,
0.75,6,8,2,2,15-May,,,,,,,0,,
0.75,6,8,3,2,15-May,,,,,,,0,,
0.75,6,8,4,2,15-May,,,,,,,0,,
0.75,6,8,5,2,15-May,,,,,,,0,,
0.75,6,8,6,2,15-May,,,,,,,0,,
0,24,7,1,2,15-May,,,,,,,0,,
0,24,7,2,2,15-May,,,,,,,0,,
0,24,7,3,2,15-May,,,,,,,0,,
0,24,7,4,2,15-May,,,,,,,0,,
0,24,7,5,2,15-May,,,,,,,0,,
0,24,7,6,2,15-May,,,,,,,0,,
0,24,8,1,2,15-May,,,,,,,0,,
0,24,8,2,2,15-May,,,,,,,0,,
0,24,8,3,2,15-May,,,,,,,0,,
0,24,8,4,2,15-May,,,,,,,0,,
0,24,8,5,2,15-May,,,,,,,0,,
0,24,8,6,2,15-May,,,,,,,0,,
0.25,24,7,1,2,15-May,,,,,,,0,,
0.25,24,7,2,2,15-May,,,,,,,0,,
0.25,24,7,3,2,15-May,,,,,,,0,,
0.25,24,7,4,2,15-May,,,,,,,0,,
0.25,24,7,5,2,15-May,,,,,,,0,,
0.25,24,7,6,2,15-May,,,,,,,0,,
0.25,24,8,1,2,15-May,,,,,,,0,,
0.25,24,8,2,2,15-May,,,,,,,0,,
0.25,24,8,3,2,15-May,,,,,,,0,,
0.25,24,8,4,2,15-May,,,,,,,0,,
0.25,24,8,5,2,15-May,,,,,,,0,,
0.25,24,8,6,2,15-May,,,,,,,0,,
0.5,24,7,1,2,15-May,,,,,,,0,,
0.5,24,7,2,2,15-May,,,,,,,0,,
0.5,24,7,3,2,15-May,,,,,,,0,,
0.5,24,7,4,2,15-May,,,,,,,0,,
0.5,24,7,5,2,15-May,,,,,,,0,,
0.5,24,7,6,2,15-May,,,,,,,0,,
0.5,24,8,1,2,15-May,,,,,,,0,,
0.5,24,8,2,2,15-May,,,,,,,0,,
0.5,24,8,3,2,15-May,,,,,,,0,,
0.5,24,8,4,2,15-May,,,,,,,0,,
0.5,24,8,5,2,15-May,,,,,,,0,,
0.5,24,8,6,2,15-May,,,,,,,0,,
0.75,24,7,1,2,15-May,,,,,,,0,,
0.75,24,7,2,2,15-May,,,,,,,0,,
0.75,24,7,3,2,15-May,,,,,,,0,,
0.75,24,7,4,2,15-May,,,,,,,0,,
0.75,24,7,5,2,15-May,,,,,,,0,,
0.75,24,7,6,2,15-May,,,,,,,0,,
0.75,24,8,1,2,15-May,,,,,,,0,,
0.75,24,8,2,2,15-May,,,,,,,0,,
0.75,24,8,3,2,15-May,,,,,,,0,,
0.75,24,8,4,2,15-May,,,,,,,0,,
0.75,24,8,5,2,15-May,,,,,,,0,,
0.75,24,8,6,2,15-May,,,,,,,0,,
0,1,9,1,2,22-May,,,,,,,,,
0,1,9,2,2,22-May,,,,,,,,,
0,1,9,3,2,22-May,,,,,,,,,
0,1,9,4,2,22-May,,,,,,,,,
0,1,9,5,2,22-May,,,,,,,,,
0,1,9,6,2,22-May,,,,,,,,,
0,1,10,1,2,22-May,,,,,,,,,
0,1,10,2,2,22-May,,,,,,,,,
0,1,10,3,2,22-May,,,,,,,,,
0,1,10,4,2,22-May,,,,,,,,,
0,1,10,5,2,22-May,,,,,,,,,
0,1,10,6,2,22-May,,,,,,,,,
0.25,1,9,1,2,22-May,,,,,,,,,
0.25,1,9,2,2,22-May,,,,,,,,,
0.25,1,9,3,2,22-May,,,,,,,,,
0.25,1,9,4,2,22-May,,,,,,,,,
0.25,1,9,5,2,22-May,,,,,,,,,
0.25,1,9,6,2,22-May,,,,,,,,,
0.25,1,10,1,2,22-May,,,,,,,,,
0.25,1,10,2,2,22-May,,,,,,,,,
0.25,1,10,3,2,22-May,,,,,,,,,
0.25,1,10,4,2,22-May,,,,,,,,,
0.25,1,10,5,2,22-May,,,,,,,,,
0.25,1,10,6,2,22-May,,,,,,,,,
0.5,1,9,1,2,22-May,,,,,,,,,
0.5,1,9,2,2,22-May,,,,,,,,,
0.5,1,9,3,2,22-May,,,,,,,,,
0.5,1,9,4,2,22-May,,,,,,,,,
0.5,1,9,5,2,22-May,,,,,,,,,
0.5,1,9,6,2,22-May,,,,,,,,,
0.5,1,10,1,2,22-May,,,,,,,,,
0.5,1,10,2,2,22-May,,,,,,,,,
0.5,1,10,3,2,22-May,,,,,,,,,
0.5,1,10,4,2,22-May,,,,,,,,,
0.5,1,10,5,2,22-May,,,,,,,,,
0.5,1,10,6,2,22-May,,,,,,,,,
0.75,1,9,1,2,22-May,,,,,,,,,
0.75,1,9,2,2,22-May,,,,,,,,,
0.75,1,9,3,2,22-May,,,,,,,,,
0.75,1,9,4,2,22-May,,,,,,,,,
0.75,1,9,5,2,22-May,,,,,,,,,
0.75,1,9,6,2,22-May,,,,,,,,,
0.75,1,10,1,2,22-May,,,,,,,,,
0.75,1,10,2,2,22-May,,,,,,,,,
0.75,1,10,3,2,22-May,,,,,,,,,
0.75,1,10,4,2,22-May,,,,,,,,,
0.75,1,10,5,2,22-May,,,,,,,,,
0.75,1,10,6,2,22-May,,,,,,,,,
0,6,9,1,2,22-May,,,,,,,,,
0,6,9,2,2,22-May,,,,,,,,,
0,6,9,3,2,22-May,,,,,,,,,
0,6,9,4,2,22-May,,,,,,,,,
0,6,9,5,2,22-May,,,,,,,,,
0,6,9,6,2,22-May,,,,,,,,,
0,6,10,1,2,22-May,,,,,,,,,
0,6,10,2,2,22-May,,,,,,,,,
0,6,10,3,2,22-May,,,,,,,,,
0,6,10,4,2,22-May,,,,,,,,,
0,6,10,5,2,22-May,,,,,,,,,
0,6,10,6,2,22-May,,,,,,,,,
0.25,6,9,1,2,22-May,,,,,,,,,
0.25,6,9,2,2,22-May,,,,,,,,,
0.25,6,9,3,2,22-May,,,,,,,,,
0.25,6,9,4,2,22-May,,,,,,,,,
0.25,6,9,5,2,22-May,,,,,,,,,
0.25,6,9,6,2,22-May,,,,,,,,,
0.25,6,10,1,2,22-May,,,,,,,,,
0.25,6,10,2,2,22-May,,,,,,,,,
0.25,6,10,3,2,22-May,,,,,,,,,
0.25,6,10,4,2,22-May,,,,,,,,,
0.25,6,10,5,2,22-May,,,,,,,,,
0.25,6,10,6,2,22-May,,,,,,,,,
0.5,6,9,1,2,22-May,,,,,,,,,
0.5,6,9,2,2,22-May,,,,,,,,,
0.5,6,9,3,2,22-May,,,,,,,,,
0.5,6,9,4,2,22-May,,,,,,,,,
0.5,6,9,5,2,22-May,,,,,,,,,
0.5,6,9,6,2,22-May,,,,,,,,,
0.5,6,10,1,2,22-May,,,,,,,,,
0.5,6,10,2,2,22-May,,,,,,,,,
0.5,6,10,3,2,22-May,,,,,,,,,
0.5,6,10,4,2,22-May,,,,,,,,,
0.5,6,10,5,2,22-May,,,,,,,,,
0.5,6,10,6,2,22-May,,,,,,,,,
0.75,6,9,1,2,22-May,,,,,,,,,
0.75,6,9,2,2,22-May,,,,,,,,,
0.75,6,9,3,2,22-May,,,,,,,,,
0.75,6,9,4,2,22-May,,,,,,,,,
0.75,6,9,5,2,22-May,,,,,,,,,
0.75,6,9,6,2,22-May,,,,,,,,,
0.75,6,10,1,2,22-May,,,,,,,,,
0.75,6,10,2,2,22-May,,,,,,,,,
0.75,6,10,3,2,22-May,,,,,,,,,
0.75,6,10,4,2,22-May,,,,,,,,,
0.75,6,10,5,2,22-May,,,,,,,,,
0.75,6,10,6,2,22-May,,,,,,,,,
0,24,9,1,2,22-May,,,,,,,,,
0,24,9,2,2,22-May,,,,,,,,,
0,24,9,3,2,22-May,,,,,,,,,
0,24,9,4,2,22-May,,,,,,,,,
0,24,9,5,2,22-May,,,,,,,,,
0,24,9,6,2,22-May,,,,,,,,,
0,24,10,1,2,22-May,,,,,,,,,
0,24,10,2,2,22-May,,,,,,,,,
0,24,10,3,2,22-May,,,,,,,,,
0,24,10,4,2,22-May,,,,,,,,,
0,24,10,5,2,22-May,,,,,,,,,
0,24,10,6,2,22-May,,,,,,,,,
0.25,24,9,1,2,22-May,,,,,,,,,
0.25,24,9,2,2,22-May,,,,,,,,,
0.25,24,9,3,2,22-May,,,,,,,,,
0.25,24,9,4,2,22-May,,,,,,,,,
0.25,24,9,5,2,22-May,,,,,,,,,
0.25,24,9,6,2,22-May,,,,,,,,,
0.25,24,10,1,2,22-May,,,,,,,,,
0.25,24,10,2,2,22-May,,,,,,,,,
0.25,24,10,3,2,22-May,,,,,,,,,
0.25,24,10,4,2,22-May,,,,,,,,,
0.25,24,10,5,2,22-May,,,,,,,,,
0.25,24,10,6,2,22-May,,,,,,,,,
0.5,24,9,1,2,22-May,,,,,,,,,
0.5,24,9,2,2,22-May,,,,,,,,,
0.5,24,9,3,2,22-May,,,,,,,,,
0.5,24,9,4,2,22-May,,,,,,,,,
0.5,24,9,5,2,22-May,,,,,,,,,
0.5,24,9,6,2,22-May,,,,,,,,,
0.5,24,10,1,2,22-May,,,,,,,,,
0.5,24,10,2,2,22-May,,,,,,,,,
0.5,24,10,3,2,22-May,,,,,,,,,
0.5,24,10,4,2,22-May,,,,,,,,,
0.5,24,10,5,2,22-May,,,,,,,,,
0.5,24,10,6,2,22-May,,,,,,,,,
0.75,24,9,1,2,22-May,,,,,,,,,
0.75,24,9,2,2,22-May,,,,,,,,,
0.75,24,9,3,2,22-May,,,,,,,,,
0.75,24,9,4,2,22-May,,,,,,,,,
0.75,24,9,5,2,22-May,,,,,,,,,
0.75,24,9,6,2,22-May,,,,,,,,,
0.75,24,10,1,2,22-May,,,,,,,,,
0.75,24,10,2,2,22-May,,,,,,,,,
0.75,24,10,3,2,22-May,,,,,,,,,
0.75,24,10,4,2,22-May,,,,,,,,,
0.75,24,10,5,2,22-May,,,,,,,,,
0.75,24,10,6,2,22-May,,,,,,,,,
0,1,11,1,2,29-May,,,,,,,,,
0,1,11,2,2,29-May,,,,,,,,,
0,1,11,3,2,29-May,,,,,,,,,
0,1,11,4,2,29-May,,,,,,,,,
0,1,11,5,2,29-May,,,,,,,,,
0,1,11,6,2,29-May,,,,,,,,,
0,1,12,1,2,29-May,,,,,,,,,
0,1,12,2,2,29-May,,,,,,,,,
0,1,12,3,2,29-May,,,,,,,,,
0,1,12,4,2,29-May,,,,,,,,,
0,1,12,5,2,29-May,,,,,,,,,
0,1,12,6,2,29-May,,,,,,,,,
0.25,1,11,1,2,29-May,,,,,,,,,
0.25,1,11,2,2,29-May,,,,,,,,,
0.25,1,11,3,2,29-May,,,,,,,,,
0.25,1,11,4,2,29-May,,,,,,,,,
0.25,1,11,5,2,29-May,,,,,,,,,
0.25,1,11,6,2,29-May,,,,,,,,,
0.25,1,12,1,2,29-May,,,,,,,,,
0.25,1,12,2,2,29-May,,,,,,,,,
0.25,1,12,3,2,29-May,,,,,,,,,
0.25,1,12,4,2,29-May,,,,,,,,,
0.25,1,12,5,2,29-May,,,,,,,,,
0.25,1,12,6,2,29-May,,,,,,,,,
0.5,1,11,1,2,29-May,,,,,,,,,
0.5,1,11,2,2,29-May,,,,,,,,,
0.5,1,11,3,2,29-May,,,,,,,,,
0.5,1,11,4,2,29-May,,,,,,,,,
0.5,1,11,5,2,29-May,,,,,,,,,
0.5,1,11,6,2,29-May,,,,,,,,,
0.5,1,12,1,2,29-May,,,,,,,,,
0.5,1,12,2,2,29-May,,,,,,,,,
0.5,1,12,3,2,29-May,,,,,,,,,
0.5,1,12,4,2,29-May,,,,,,,,,
0.5,1,12,5,2,29-May,,,,,,,,,
0.5,1,12,6,2,29-May,,,,,,,,,
0.75,1,11,1,2,29-May,,,,,,,,,
0.75,1,11,2,2,29-May,,,,,,,,,
0.75,1,11,3,2,29-May,,,,,,,,,
0.75,1,11,4,2,29-May,,,,,,,,,
0.75,1,11,5,2,29-May,,,,,,,,,
0.75,1,11,6,2,29-May,,,,,,,,,
0.75,1,12,1,2,29-May,,,,,,,,,
0.75,1,12,2,2,29-May,,,,,,,,,
0.75,1,12,3,2,29-May,,,,,,,,,
0.75,1,12,4,2,29-May,,,,,,,,,
0.75,1,12,5,2,29-May,,,,,,,,,
0.75,1,12,6,2,29-May,,,,,,,,,
0,6,11,1,2,29-May,,,,,,,,,
0,6,11,2,2,29-May,,,,,,,,,
0,6,11,3,2,29-May,,,,,,,,,
0,6,11,4,2,29-May,,,,,,,,,
0,6,11,5,2,29-May,,,,,,,,,
0,6,11,6,2,29-May,,,,,,,,,
0,6,12,1,2,29-May,,,,,,,,,
0,6,12,2,2,29-May,,,,,,,,,
0,6,12,3,2,29-May,,,,,,,,,
0,6,12,4,2,29-May,,,,,,,,,
0,6,12,5,2,29-May,,,,,,,,,
0,6,12,6,2,29-May,,,,,,,,,
0.25,6,11,1,2,29-May,,,,,,,,,
0.25,6,11,2,2,29-May,,,,,,,,,
0.25,6,11,3,2,29-May,,,,,,,,,
0.25,6,11,4,2,29-May,,,,,,,,,
0.25,6,11,5,2,29-May,,,,,,,,,
0.25,6,11,6,2,29-May,,,,,,,,,
0.25,6,12,1,2,29-May,,,,,,,,,
0.25,6,12,2,2,29-May,,,,,,,,,
0.25,6,12,3,2,29-May,,,,,,,,,
0.25,6,12,4,2,29-May,,,,,,,,,
0.25,6,12,5,2,29-May,,,,,,,,,
0.25,6,12,6,2,29-May,,,,,,,,,
0.5,6,11,1,2,29-May,,,,,,,,,
0.5,6,11,2,2,29-May,,,,,,,,,
0.5,6,11,3,2,29-May,,,,,,,,,
0.5,6,11,4,2,29-May,,,,,,,,,
0.5,6,11,5,2,29-May,,,,,,,,,
0.5,6,11,6,2,29-May,,,,,,,,,
0.5,6,12,1,2,29-May,,,,,,,,,
0.5,6,12,2,2,29-May,,,,,,,,,
0.5,6,12,3,2,29-May,,,,,,,,,
0.5,6,12,4,2,29-May,,,,,,,,,
0.5,6,12,5,2,29-May,,,,,,,,,
0.5,6,12,6,2,29-May,,,,,,,,,
0.75,6,11,1,2,29-May,,,,,,,,,
0.75,6,11,2,2,29-May,,,,,,,,,
0.75,6,11,3,2,29-May,,,,,,,,,
0.75,6,11,4,2,29-May,,,,,,,,,
0.75,6,11,5,2,29-May,,,,,,,,,
0.75,6,11,6,2,29-May,,,,,,,,,
0.75,6,12,1,2,29-May,,,,,,,,,
0.75,6,12,2,2,29-May,,,,,,,,,
0.75,6,12,3,2,29-May,,,,,,,,,
0.75,6,12,4,2,29-May,,,,,,,,,
0.75,6,12,5,2,29-May,,,,,,,,,
0.75,6,12,6,2,29-May,,,,,,,,,
0,24,11,1,2,29-May,,,,,,,,,
0,24,11,2,2,29-May,,,,,,,,,
0,24,11,3,2,29-May,,,,,,,,,
0,24,11,4,2,29-May,,,,,,,,,
0,24,11,5,2,29-May,,,,,,,,,
0,24,11,6,2,29-May,,,,,,,,,
0,24,12,1,2,29-May,,,,,,,,,
0,24,12,2,2,29-May,,,,,,,,,
0,24,12,3,2,29-May,,,,,,,,,
0,24,12,4,2,29-May,,,,,,,,,
0,24,12,5,2,29-May,,,,,,,,,
0,24,12,6,2,29-May,,,,,,,,,
0.25,24,11,1,2,29-May,,,,,,,,,
0.25,24,11,2,2,29-May,,,,,,,,,
0.25,24,11,3,2,29-May,,,,,,,,,
0.25,24,11,4,2,29-May,,,,,,,,,
0.25,24,11,5,2,29-May,,,,,,,,,
0.25,24,11,6,2,29-May,,,,,,,,,
0.25,24,12,1,2,29-May,,,,,,,,,
0.25,24,12,2,2,29-May,,,,,,,,,
0.25,24,12,3,2,29-May,,,,,,,,,
0.25,24,12,4,2,29-May,,,,,,,,,
0.25,24,12,5,2,29-May,,,,,,,,,
0.25,24,12,6,2,29-May,,,,,,,,,
0.5,24,11,1,2,29-May,,,,,,,,,
0.5,24,11,2,2,29-May,,,,,,,,,
0.5,24,11,3,2,29-May,,,,,,,,,
0.5,24,11,4,2,29-May,,,,,,,,,
0.5,24,11,5,2,29-May,,,,,,,,,
0.5,24,11,6,2,29-May,,,,,,,,,
0.5,24,12,1,2,29-May,,,,,,,,,
0.5,24,12,2,2,29-May,,,,,,,,,
0.5,24,12,3,2,29-May,,,,,,,,,
0.5,24,12,4,2,29-May,,,,,,,,,
0.5,24,12,5,2,29-May,,,,,,,,,
0.5,24,12,6,2,29-May,,,,,,,,,
0.75,24,11,1,2,29-May,,,,,,,,,
0.75,24,11,2,2,29-May,,,,,,,,,
0.75,24,11,3,2,29-May,,,,,,,,,
0.75,24,11,4,2,29-May,,,,,,,,,
0.75,24,11,5,2,29-May,,,,,,,,,
0.75,24,11,6,2,29-May,,,,,,,,,
0.75,24,12,1,2,29-May,,,,,,,,,
0.75,24,12,2,2,29-May,,,,,,,,,
0.75,24,12,3,2,29-May,,,,,,,,,
0.75,24,12,4,2,29-May,,,,,,,,,
0.75,24,12,5,2,29-May,,,,,,,,,
0.75,24,12,6,2,29-May,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
